source_id,cab,file,size
261957958,261957958.blk_export,Remielle_HairShadow.glb,242156
261957958,261957958.blk_export,Remielle_Origin_Body_1.glb,1880700
261957958,261957958.blk_export,Remielle_Origin_Body_1_LOD1.glb,1409524
261957958,261957958.blk_export,Remielle_Hair_LOD2.glb,389252
261957958,261957958.blk_export,Remielle_Origin_Body_1_LOD2.glb,894484
261957958,261957958.blk_export,Remielle_Hair_LOD1.glb,621924
261957958,261957958.blk_export,Remielle_Origin_Body_2.glb,1704564
3094050808,3094050808.blk_export,Remielle_Eyebrow.glb,11712
3094050808,3094050808.blk_export,Remielle_Face.glb,274824
3325839570,3325839570.blk_export,Remielle_Eyebrow.glb,25888
3325839570,3325839570.blk_export,Remielle_Face.glb,1740300
3325839570,3325839570.blk_export,Remielle_Eyebrow.glb,25892
3325839570,3325839570.blk_export,Remielle_Face.glb,1740308
3400898960,3400898960.blk_export,Remielle_Weapon_02_R.glb,39012
3400898960,3400898960.blk_export,Remielle_Sticker_02_R_LOD2.glb,4372
3400898960,3400898960.blk_export,Remielle_Wings_LOD2.glb,212164
3400898960,3400898960.blk_export,Remielle_Wings_LOD1.glb,380396
3400898960,3400898960.blk_export,Remielle_Sticker_01_LOD2.glb,59024
3400898960,3400898960.blk_export,Remielle_Weapon_02_R_LOD1.glb,30832
3400898960,3400898960.blk_export,Remielle_Weapon_02_L.glb,40776
3400898960,3400898960.blk_export,Remielle_Weapon_04_LOD2.glb,12456
3400898960,3400898960.blk_export,Remielle_Weapon_05_L_LOD2.glb,20140
3400898960,3400898960.blk_export,Remielle_Weapon_02_L_LOD2.glb,21212
3400898960,3400898960.blk_export,Remielle_Sticker_02_R.glb,4348
3400898960,3400898960.blk_export,Remielle_Sticker_02_L_LOD1.glb,4380
3400898960,3400898960.blk_export,Remielle_Weapon_03_R.glb,22872
3400898960,3400898960.blk_export,Remielle_Weapon_02_R_LOD2.glb,22156
3400898960,3400898960.blk_export,Remielle_Sticker_01.glb,67256
3400898960,3400898960.blk_export,Remielle_Weapon_01_LOD2.glb,500304
3400898960,3400898960.blk_export,Remielle_Weapon_01_LOD1.glb,826480
3400898960,3400898960.blk_export,Remielle_Weapon_03_L.glb,22876
3400898960,3400898960.blk_export,Remielle_Sticker_02_L_LOD2.glb,4380
3400898960,3400898960.blk_export,Remielle_Weapon_05_R_LOD2.glb,20884
3400898960,3400898960.blk_export,Remielle_Weapon_01.glb,1139120
3400898960,3400898960.blk_export,Remielle_Weapon_03_L_LOD1.glb,17584
3400898960,3400898960.blk_export,Remielle_Weapon_04_LOD1.glb,16488
3400898960,3400898960.blk_export,Remielle_Sticker_02_L.glb,4352
3400898960,3400898960.blk_export,Remielle_Weapon_05_L_LOD1.glb,29092
3400898960,3400898960.blk_export,Remielle_Weapon_02_L_LOD1.glb,30368
3400898960,3400898960.blk_export,Remielle_Weapon_05_R_LOD1.glb,29564
3400898960,3400898960.blk_export,Remielle_Weapon_03_R_LOD1.glb,17580
3400898960,3400898960.blk_export,Remielle_Origin_Body_2_LOD2.glb,599896
3400898960,3400898960.blk_export,Remielle_Weapon_04.glb,20084
3400898960,3400898960.blk_export,Remielle_Weapon_03_L_LOD2.glb,13124
3400898960,3400898960.blk_export,Remielle_PasSeul_Body_1.glb,2034556
3400898960,3400898960.blk_export,Remielle_Origin_Body_2_LOD1.glb,1075376
3400898960,3400898960.blk_export,Remielle_Wings.glb,602816
3400898960,3400898960.blk_export,Remielle_Sticker_01_LOD1.glb,62128
3400898960,3400898960.blk_export,Remielle_Weapon_05_L.glb,39200
3400898960,3400898960.blk_export,Remielle_Weapon_05_R.glb,37344
3400898960,3400898960.blk_export,Remielle_Sticker_02_R_LOD1.glb,4372
3400898960,3400898960.blk_export,Remielle_Weapon_03_R_LOD2.glb,13120
3684114180,3684114180.blk_export,Remielle_Feather_FX_04.glb,12864
3684114180,3684114180.blk_export,Remielle_Feather_FX_03.glb,12864
3897234846,3897234846.blk_export,Remielle_Floater_02.glb,189724
4132213415,4132213415.blk_export,Remielle_Cannon_L_01.glb,24152
4132213415,4132213415.blk_export,Remielle_Cannon_L_02.glb,24164
4132213415,4132213415.blk_export,Remielle_Cannon_L_03.glb,24168
4132213415,4132213415.blk_export,Remielle_Cannon_L_04.glb,24172
4132213415,4132213415.blk_export,Remielle_Cannon_R_01.glb,24152
4132213415,4132213415.blk_export,Remielle_Cannon_R_02.glb,24168
4132213415,4132213415.blk_export,Remielle_Cannon_R_03.glb,24164
4132213415,4132213415.blk_export,Remielle_Cannon_R_04.glb,24168
4132213415,4132213415.blk_export,Remielle_Eyebrow.glb,9708
4132213415,4132213415.blk_export,Remielle_Face.glb,334776
4132213415,4132213415.blk_export,Remielle_Floater_02.glb,171840
4132213415,4132213415.blk_export,Remielle_Hair.glb,702784
4132213415,4132213415.blk_export,Remielle_Origin_Body_1.glb,1768776
4132213415,4132213415.blk_export,Remielle_Origin_Body_2.glb,1223488
4132213415,4132213415.blk_export,Remielle_Ramiel_Mask.glb,42972
4132213415,4132213415.blk_export,Remielle_Sticker_01.glb,55200
4132213415,4132213415.blk_export,Remielle_Sticker_02_L.glb,3976
4132213415,4132213415.blk_export,Remielle_Sticker_02_R.glb,3968
4132213415,4132213415.blk_export,Remielle_Weapon_01.glb,1640912
4132213415,4132213415.blk_export,Remielle_Weapon_02_L.glb,32768
4132213415,4132213415.blk_export,Remielle_Weapon_02_R.glb,31232
4132213415,4132213415.blk_export,Remielle_Weapon_03_L.glb,18260
4132213415,4132213415.blk_export,Remielle_Weapon_03_R.glb,18256
4132213415,4132213415.blk_export,Remielle_Weapon_04.glb,14704
4132213415,4132213415.blk_export,Remielle_Weapon_05_L.glb,31416
4132213415,4132213415.blk_export,Remielle_Weapon_05_R.glb,29816
4132213415,4132213415.blk_export,Remielle_Wings.glb,429288
748631265,748631265.blk_export,Remielle_Origin_Body_1_LOD003.glb,2550208
760203698,760203698.blk_export,Remielle_Feather_FX_004.glb,12920
760203698,760203698.blk_export,Remielle_Feather_FX_004.glb,18236
760203698,760203698.blk_export,Remielle_Feather_FX_004.glb,18240
760203698,760203698.blk_export,Remielle_Feather_FX_004.glb,18236
760203698,760203698.blk_export,Remielle_Feather_FX_004.glb,18240
776102776,776102776.blk_export,Remielle_Feather_FX_01.glb,12856
runtime-qualified,2583518027,Remielle_Hair.glb,835420
